date,garmin_ride_count,garmin_total_distance_m,garmin_total_timer_time_s,garmin_avg_speed_mps,garmin_max_speed_mps,garmin_avg_power_w,garmin_max_power_w,garmin_avg_heart_rate_bpm,garmin_max_heart_rate_bpm,garmin_total_ascent_m,garmin_total_descent_m,garmin_total_tss,garmin_total_work_j,garmin_threshold_power_w,garmin_intensity_factor_mean,garmin_total_training_effect,garmin_total_anaerobic_training_effect,active_energy_burned_sum,activity_summary_active_energy_burned,activity_summary_active_energy_burned_goal,activity_summary_apple_exercise_time,activity_summary_apple_exercise_time_goal,activity_summary_apple_stand_hours,activity_summary_apple_stand_hours_goal,apple_workout_count,apple_workout_duration_seconds,apple_workout_total_distance,apple_workout_total_energy_burned,basal_energy_burned_sum,body_fat_percentage_latest,body_mass_latest,distance_walking_running_sum,exercise_time_sum,flights_climbed_sum,heart_rate_avg,heart_rate_count,heart_rate_max,heart_rate_min,heart_rate_sum,hrv_sdnn_avg,hrv_sdnn_count,hrv_sdnn_max,hrv_sdnn_min,hrv_sdnn_sum,oxygen_saturation_avg,oxygen_saturation_count,oxygen_saturation_max,oxygen_saturation_min,oxygen_saturation_sum,respiratory_rate_avg,respiratory_rate_count,respiratory_rate_max,respiratory_rate_min,respiratory_rate_sum,resting_heart_rate_avg,resting_heart_rate_count,resting_heart_rate_max,resting_heart_rate_min,resting_heart_rate_sum,sleep_asleep_core_seconds,sleep_asleep_deep_seconds,sleep_asleep_rem_seconds,sleep_asleep_seconds,sleep_awake_seconds,sleep_in_bed_seconds,step_count_sum,vo2_max_avg,vo2_max_count,vo2_max_max,vo2_max_min,vo2_max_sum,walking_heart_rate_average_avg,walking_heart_rate_average_count,walking_heart_rate_average_max,walking_heart_rate_average_min,walking_heart_rate_average_sum,garmin_total_timer_hours,sleep_asleep_hours,sleep_in_bed_hours,garmin_total_tss_prev_day,garmin_total_tss_7d,garmin_total_timer_hours_prev_day,garmin_total_timer_hours_7d,sleep_asleep_hours_7d_avg,sleep_asleep_hours_vs_7d,hrv_sdnn_avg_7d_avg,hrv_sdnn_avg_vs_7d,resting_heart_rate_avg_7d_avg,resting_heart_rate_avg_vs_7d
2025-07-24,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1113.1350000000025,598.775,1160.0,57.0,45.0,15.0,12.0,1,2400.0,0.0,0.0,2116.852999999999,,,4.270396364999999,57.0,19.0,79.16816809905316,1373.0,141.0,45.0,108697.8948,62.612844444444455,54.0,189.261,21.8535,3381.0936000000006,,,,,,12.810975609756095,41.0,15.0,10.5,525.25,61.0,2.0,72.0,50.0,122.0,27690.0,3000.0,6930.0,37620.0,1620.0,56280.0,17459.0,,,,,,91.0,1.0,91.0,91.0,91.0,0.0,10.45,15.633333333333333,0.0,324.2,3.320201111111111,8.910905277777777,8.525,1.924999999999999,58.124765005334744,4.488079439109711,66.88095238095238,-5.88095238095238
2025-07-25,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,415.054,415.372,1160.0,8.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2086.968,,,2.415151622,8.0,11.0,60.786058029978605,467.0,115.0,46.0,28387.08910000001,60.57114035087719,57.0,114.117,25.6975,3452.555,,,,,,13.433333333333334,45.0,18.5,11.5,604.5,52.0,2.0,57.0,47.0,104.0,15600.0,1830.0,9030.0,26460.0,7440.0,0.0,5487.0,,,,,,83.0,1.0,83.0,83.0,83.0,0.0,7.35,0.0,0.0,231.2,0.0,7.907329166666667,9.978571428571428,-2.628571428571428,58.755320663296864,1.8158196875803227,64.4047619047619,-12.404761904761898
2025-07-26,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,855.3810000000042,546.439,1160.0,12.0,45.0,13.0,12.0,0,0.0,0.0,0.0,2147.2810000000027,,,4.578188740999998,12.0,11.0,64.41188255451715,642.0,132.0,45.0,41352.42860000001,61.93978333333332,60.0,235.686,22.9236,3716.386999999999,,,,,,13.380514705882351,68.0,18.0,9.5,909.875,74.0,3.0,114.0,50.0,222.0,32490.0,10560.0,7560.0,50610.0,13500.0,50160.0,15569.0,,,,,,77.5,1.0,77.5,77.5,77.5,0.0,14.058333333333334,13.933333333333334,0.0,231.2,0.0,7.907329166666667,9.827380952380953,4.230952380952381,57.58867551195698,4.351107821376338,63.547619047619044,10.452380952380956
2025-07-27,1.0,41489.85,6159.135,6.736,12.792,,,151.0,169.0,161.0,162.0,0.0,0.0,,,4.0,0.5,5324.268950000003,1717.54,1160.0,115.0,45.0,14.0,12.0,2,12399.0,0.0,0.0,3818.575999999992,,,6.950689214,219.0,23.0,137.76326526134113,4056.0,169.0,53.0,558767.8038999996,47.90978936170214,47.0,117.159,17.1254,2251.7601000000004,,,,,,13.769736842105264,57.0,22.0,10.5,784.875,58.0,2.0,62.0,54.0,116.0,35370.0,11700.0,10200.0,57270.0,8580.0,37140.0,21679.0,,,,,,73.5,1.0,73.5,73.5,73.5,1.7108708333333333,15.908333333333333,10.316666666666666,0.0,231.2,0.0,9.6182,11.835714285714285,4.072619047619048,56.81330408338555,-8.903514721683415,65.69047619047619,-7.69047619047619
2025-07-28,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,729.6150000000025,510.36,1160.0,11.0,45.0,12.0,12.0,0,0.0,0.0,0.0,2146.232000000002,,,3.0734365369999996,11.0,10.0,68.46553236994218,865.0,149.0,51.0,59222.685499999985,58.494401639344225,61.0,159.976,30.6085,3568.1584999999977,,,,,,12.025641025641026,39.0,15.0,10.0,469.0,63.0,2.0,72.0,54.0,126.0,21600.0,4140.0,9840.0,35580.0,26580.0,73080.0,10713.0,,,,,,85.5,1.0,85.5,85.5,85.5,0.0,9.883333333333333,20.3,0.0,0.0,1.7108708333333333,5.031071944444444,12.860714285714286,-2.977380952380953,54.22134117970013,4.273060459644093,64.11904761904762,-1.1190476190476204
2025-07-29,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,845.0070000000026,557.675,1160.0,12.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2007.540000000002,,,3.684980720000001,12.0,10.0,71.41834830246914,648.0,135.0,48.0,46279.0897,58.745955172413794,29.0,122.834,33.6837,1703.6327,,,,,,11.958333333333334,24.0,14.0,9.5,287.0,55.0,2.0,59.0,51.0,110.0,19980.0,8250.0,8490.0,36720.0,4920.0,41340.0,12469.0,,,,,,89.0,1.0,89.0,89.0,89.0,0.0,10.2,11.483333333333333,0.0,0.0,0.0,5.031071944444444,12.286904761904761,-2.086904761904762,54.25128218770169,4.494672984712103,62.785714285714285,-7.785714285714285
2025-07-30,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,585.0250000000011,414.134,1160.0,6.0,45.0,10.0,12.0,0,0.0,0.0,0.0,1789.0000000000002,,,1.7760745800000004,6.0,7.0,71.59789065934066,728.0,133.0,56.0,52123.26440000001,46.85653877551019,49.0,93.6863,23.5244,2295.9703999999992,,,,,,13.727272727272728,44.0,17.0,10.5,604.0,81.66666666666667,3.0,120.0,59.0,245.0,18990.0,4890.0,9300.0,33180.0,12660.0,72240.0,6555.0,,,,,,81.5,1.0,81.5,81.5,81.5,0.0,9.216666666666667,20.066666666666666,0.0,0.0,0.0,1.7108708333333333,11.267857142857142,-2.0511904761904756,54.30801399804652,-7.451475222536331,60.07142857142857,21.595238095238102
2025-07-31,1.0,38018.06,5745.321,6.617,10.534,,,159.0,180.0,181.0,177.0,0.0,0.0,,,5.0,0.4,5976.518999999999,1756.89,1160.0,111.0,45.0,17.0,12.0,2,11520.0,0.0,0.0,3328.649999999989,,,7.48528773,207.0,22.0,143.9519489762219,3028.0,176.0,54.0,435886.5014999999,55.91229062500001,32.0,173.406,14.1127,1789.1933000000004,,,,,,12.139423076923077,26.0,14.0,10.5,315.625,93.25,4.0,122.0,65.0,373.0,24060.0,4590.0,5280.0,33930.0,8820.0,58080.0,18489.0,,,,,,100.0,1.0,100.0,100.0,100.0,1.5959225,9.425,16.133333333333333,0.0,0.0,0.0,3.3067933333333333,11.00952380952381,-1.5845238095238088,56.7329218682322,-0.8206312432321852,63.523809523809526,29.726190476190474
2025-08-01,1.0,63033.54,9410.139,6.698,12.195,,,145.0,169.0,212.0,213.0,0.0,0.0,,,3.7,0.3,6964.664999999943,2081.13,1160.0,167.0,45.0,13.0,12.0,2,18932.0,0.0,0.0,3622.797999999997,,,9.51546296,325.0,23.0,130.64057215389468,3171.0,165.0,50.0,414261.2543,37.808003333333325,30.0,89.1891,10.278,1134.2400999999998,,,,,,14.972826086956522,23.0,20.0,12.375,344.375,80.5,4.0,122.0,56.0,322.0,23190.0,6930.0,7650.0,37770.0,8460.0,57900.0,26522.0,,,,,,87.0,1.0,87.0,87.0,87.0,2.6139275,10.491666666666667,16.083333333333332,0.0,0.0,1.5959225,5.920720833333333,10.863095238095239,-0.3714285714285719,55.775699894025834,-17.96769656069251,68.13095238095238,12.36904761904762
2025-08-02,1.0,34174.62,5456.093,6.264,11.104,,,123.0,142.0,136.0,138.0,0.0,0.0,,,2.2,0.0,3580.8719999999944,1137.37,1160.0,101.0,45.0,15.0,12.0,2,11065.0,0.0,0.0,4046.479999999985,,,3.2374563999999975,194.0,16.0,115.95739861214372,4035.0,151.0,50.0,467888.1034,63.84527027027026,37.0,130.566,29.0841,2362.2749999999996,,,,,,13.35344827586207,29.0,18.0,10.5,387.25,80.25,4.0,115.0,52.0,321.0,17370.0,2580.0,5610.0,25560.0,3960.0,52860.0,11666.0,,,,,,92.0,1.0,92.0,92.0,92.0,1.515581388888889,7.1,14.683333333333334,0.0,0.0,2.6139275,7.436302222222222,11.311904761904762,-4.211904761904762,52.52382317723385,11.321447093036412,72.20238095238095,8.047619047619051
2025-08-03,1.0,56286.79,7877.551,7.145,12.177,,,143.0,175.0,233.0,230.0,0.0,0.0,,,3.6,0.4,6092.228999999964,1794.77,1160.0,149.0,45.0,11.0,12.0,2,15849.0,0.0,0.0,3708.380999999982,,,3.2352215930000012,281.0,15.0,131.78237989206474,5003.0,175.0,50.0,659307.2466,53.45571960784313,51.0,88.1803,23.3955,2726.2416999999996,,,,,,12.935483870967742,62.0,19.0,9.5,802.0,76.33333333333333,3.0,115.0,52.0,229.0,36960.0,11610.0,9690.0,58260.0,15900.0,57540.0,8076.0,,,,,,112.0,1.0,112.0,112.0,112.0,2.1882086111111114,16.183333333333334,15.983333333333333,0.0,0.0,1.515581388888889,7.913640000000001,10.317857142857141,5.865476190476192,52.79603559679628,0.6596840110468492,73.0952380952381,3.2380952380952266
2025-08-04,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,596.7280000000017,416.591,1160.0,11.0,45.0,10.0,12.0,0,0.0,0.0,0.0,2111.7729999999992,,,2.497948149999999,11.0,10.0,63.74215911854101,658.0,120.0,48.0,41942.340699999986,59.17455957446809,47.0,145.319,22.8466,2781.2043000000003,,,,,,11.910714285714286,49.0,16.5,10.0,583.625,55.0,2.0,60.0,50.0,110.0,33630.0,7590.0,11430.0,52650.0,7860.0,54120.0,8623.0,,,,,,76.0,1.0,76.0,76.0,76.0,0.0,14.625,15.033333333333333,0.0,0.0,2.1882086111111114,7.913640000000001,10.357142857142858,4.267857142857142,53.58831134624499,5.5862482282230985,75.71428571428571,-20.714285714285708
2025-08-05,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1302.637000000004,732.909,1160.0,12.0,45.0,19.0,12.0,0,0.0,0.0,0.0,2224.236000000005,,,6.392145718000003,12.0,10.0,72.57784606060605,825.0,148.0,50.0,59876.72299999999,53.69631000000001,50.0,112.074,26.0176,2684.8155000000006,,,,,,12.532894736842104,38.0,17.5,10.5,476.25,56.5,2.0,57.0,56.0,113.0,23460.0,780.0,7710.0,31950.0,5700.0,59220.0,22644.0,,,,,,97.0,1.0,97.0,97.0,97.0,0.0,8.875,16.45,0.0,0.0,0.0,7.913640000000001,11.03452380952381,-2.15952380952381,53.6854767655484,0.010833234451609997,74.57142857142857,-18.07142857142857
2025-08-06,1.0,17764.52,5241.609,3.389,11.505,101.0,622.0,143.0,175.0,304.0,302.0,68.6,526971.0,237.0,0.688,3.6,0.9,2072.937479999999,730.38,1160.0,93.0,45.0,8.0,12.0,2,10483.0,0.0,0.0,2579.576,0.194795,190.369,5.6618530000000025,93.0,72.0,84.44984887892376,446.0,172.0,59.0,37664.6326,52.67674901960783,51.0,154.873,23.0021,2686.5141999999996,,,,,,13.0,54.0,17.0,10.0,702.0,92.66666666666669,3.0,125.0,59.0,278.0,17490.0,2580.0,8130.0,28200.0,1200.0,0.0,13618.0,,,,,,110.0,1.0,110.0,110.0,110.0,1.4560025,7.833333333333333,0.0,0.0,68.6,0.0,9.369642500000001,10.845238095238093,-3.01190476190476,52.96409888377501,-0.2873498641671759,74.78571428571429,17.880952380952394
2025-08-07,1.0,41564.4,13842.583,3.003,17.551,92.0,708.0,160.0,180.0,758.0,756.0,155.6,1267202.0,237.0,0.637,5.0,1.5,6310.374000000062,1974.81,1160.0,225.0,45.0,15.0,12.0,2,27742.0,0.0,0.0,4011.757999999993,,196.998,12.057444026999995,431.0,176.0,158.68322329046737,4899.0,180.0,60.0,777389.1108999996,41.36145625000001,64.0,130.137,15.0807,2647.1332000000007,,,,,,12.735849056603774,53.0,17.0,11.0,675.0,89.33333333333333,3.0,125.0,69.0,268.0,18990.0,2970.0,6690.0,28650.0,1260.0,7500.0,26496.0,,,,,,108.0,1.0,108.0,108.0,108.0,3.8451619444444445,7.958333333333333,2.0833333333333335,68.6,224.2,1.4560025,11.618881944444446,10.647619047619047,-2.689285714285714,53.795557490074664,-12.434101240074654,76.35714285714286,12.976190476190467
2025-08-08,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,758.0939999999999,758.2,1160.0,23.0,45.0,13.0,12.0,0,0.0,0.0,0.0,2129.2260000000156,0.191555,189.598,10.611510110000005,23.0,11.0,82.87166601941746,309.0,125.0,60.0,25607.344799999995,46.34349210526316,38.0,126.217,16.6973,1761.0527000000002,,,,,,13.03658536585366,41.0,15.0,11.5,534.5,95.0,2.0,127.0,63.0,190.0,15930.0,1110.0,6120.0,23160.0,780.0,0.0,24286.0,,,,,,101.5,1.0,101.5,101.5,101.5,0.0,6.433333333333334,0.0,155.6,224.2,3.8451619444444445,9.004954444444447,10.438095238095238,-4.004761904761905,51.71686686507467,-5.373374759811512,75.79761904761905,19.20238095238095
2025-08-09,1.0,52055.18,21290.598,2.445,10.656,107.0,758.0,156.0,178.0,1494.0,1556.0,305.0,2272154.0,237.0,0.719,5.0,2.3,10288.211000000068,2999.96,1160.0,336.0,45.0,11.0,12.0,2,42732.0,0.0,0.0,3857.754000000057,,,18.79211423500001,664.0,401.0,151.95705536626917,9392.0,178.0,53.0,1427180.664,59.9345818367347,49.0,226.841,9.95561,2936.79451,,,,,,12.785714285714286,63.0,19.0,10.0,805.5,85.33333333333333,3.0,132.0,58.0,256.0,22050.0,2820.0,8910.0,33780.0,4680.0,0.0,39843.0,,,,,,,,,,,5.914055,9.383333333333333,0.0,0.0,529.2,0.0,13.403428055555556,9.858333333333333,-0.47499999999999964,52.93622240392178,6.998359432812919,77.86904761904762,7.464285714285708
2025-08-10,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1561.874999999999,750.236,1160.0,14.0,45.0,16.0,12.0,0,0.0,0.0,0.0,2165.5410000000097,,,7.362805547999994,14.0,5.0,73.59338109589041,730.0,155.0,50.0,53723.16819999999,57.13917272727272,11.0,105.887,17.1412,628.5309,,,,,,12.234375,8.0,13.5,11.0,97.875,85.66666666666667,3.0,123.0,63.0,257.0,22110.0,6960.0,750.0,29820.0,9720.0,58680.0,26161.0,,,,,,80.0,1.0,80.0,80.0,80.0,0.0,8.283333333333333,16.3,305.0,529.2,5.914055,11.215219444444445,10.184523809523808,-1.9011904761904752,52.377552627702414,4.761620099570308,78.59523809523809,7.071428571428584
2025-08-11,1.0,22945.7,8132.177,2.822,10.721,127.0,921.0,150.0,174.0,674.0,661.0,134.4,1020135.0,237.0,0.777,4.1,2.1,5238.5390000000525,2235.87,1160.0,156.0,45.0,16.0,12.0,2,16274.0,0.0,0.0,4232.349000000002,,,14.838430675000012,272.0,220.0,128.01949600671142,2980.0,171.0,51.0,381498.0981,55.99700777777777,54.0,181.732,3.58082,3023.8384199999996,,,,,,11.664634146341465,41.0,14.5,9.5,478.25,76.33333333333333,3.0,107.0,61.0,229.0,33840.0,1170.0,11310.0,46320.0,5400.0,57720.0,35098.0,,,,,,103.5,1.0,103.5,103.5,103.5,2.2589380555555554,12.866666666666667,16.033333333333335,0.0,663.6,0.0,13.4741575,9.05595238095238,3.810714285714287,52.90376021619237,3.0932475615854003,79.92857142857143,-3.595238095238102
2025-08-12,1.0,40469.54,5844.827,6.924,12.447,,,132.0,153.0,160.0,124.0,0.0,0.0,,,2.5,0.0,4316.47299999999,1262.08,1160.0,134.0,45.0,13.0,12.0,3,14813.0,0.0,0.0,3977.042000000029,,,7.226821111,236.0,28.0,116.85844336543606,3738.0,156.0,45.0,436816.8613,68.29947499999999,32.0,121.144,38.8048,2185.5831999999996,,,,,,13.68452380952381,42.0,17.0,11.5,574.75,79.5,2.0,110.0,49.0,159.0,28590.0,11010.0,7590.0,47190.0,7020.0,35400.0,20541.0,,,,,,96.5,1.0,96.5,96.5,96.5,1.6235630555555556,13.108333333333333,9.833333333333334,134.4,663.6,2.2589380555555554,15.097720555555556,8.804761904761905,4.303571428571427,52.4498242452366,15.849650754763388,82.97619047619048,-3.4761904761904816
2025-08-13,1.0,55781.48,7623.933,7.317,12.662,,,143.0,171.0,335.0,395.0,0.0,0.0,,,3.4,0.2,4765.657000000012,1537.65,1160.0,136.0,45.0,12.0,12.0,3,23121.0,0.0,0.0,3729.291999999999,,,3.538934578000001,264.0,9.0,96.99146044538702,943.0,159.562,48.0,91462.94719999997,50.46309565217393,23.0,89.0104,25.4905,1160.6512000000002,,,,,,13.353125,40.0,17.0,11.5,534.125,73.33333333333333,3.0,110.0,49.0,220.0,22680.0,4650.0,8580.0,35910.0,5460.0,64620.0,9207.0,,,,,,65.0,1.0,65.0,65.0,65.0,2.1177591666666666,9.975,17.95,0.0,595.0,1.6235630555555556,15.759477222222223,9.409523809523808,0.5654761904761916,54.53599067380803,-4.072895021634103,86.26190476190477,-12.928571428571445
2025-08-14,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,722.0859999999985,474.081,1160.0,7.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2033.1859999999997,,,3.243735570000001,7.0,8.0,59.35751296928328,586.0,149.0,44.0,34783.5026,57.06155555555556,63.0,135.141,25.1966,3594.878,,,,,,13.791666666666666,66.0,17.5,10.5,910.25,73.33333333333333,3.0,113.0,48.0,220.0,20910.0,5520.0,5340.0,31770.0,2400.0,60420.0,11685.0,,,,,,84.0,1.0,84.0,84.0,84.0,0.0,8.825,16.783333333333335,0.0,439.4,2.1177591666666666,11.914315277777778,9.71547619047619,-0.8904761904761909,54.219754478460324,2.8418010770952336,83.5,-10.166666666666671
2025-08-15,1.0,41485.22,5409.6,7.669,12.718,,,152.0,176.0,174.0,179.0,0.0,0.0,,,4.0,0.4,4543.760009999975,1452.48,1160.0,111.0,45.0,15.0,12.0,2,10924.0,0.0,0.0,3956.1760000000154,,,5.347623125000002,202.0,24.0,127.8747130651341,2610.0,173.0,47.0,333753.0011,60.01527551020409,49.0,124.196,31.4669,2940.7485000000006,,,,,,13.357142857142858,42.0,18.0,11.0,561.0,87.25,4.0,127.0,51.0,349.0,12990.0,3030.0,7050.0,23070.0,2160.0,0.0,12042.0,,,,,,83.5,1.0,83.5,83.5,83.5,1.5026666666666668,6.408333333333333,0.0,0.0,439.4,0.0,13.416981944444444,9.839285714285714,-3.4309523809523803,56.462625807825404,3.5526497023786874,81.21428571428571,6.035714285714292
2025-08-16,1.0,55732.03,7887.994,7.065,12.55,,,154.0,175.0,220.0,222.0,0.0,0.0,,,4.2,0.1,6329.101999999985,1974.91,1160.0,159.0,45.0,13.0,12.0,2,17057.0,0.0,0.0,3526.44400000003,,,3.821336021000001,296.0,8.0,144.29699299719886,4998.0,173.0,49.0,721196.3709999999,46.32786955555556,45.0,96.6917,9.47913,2084.7541300000003,,,,,,12.73076923076923,52.0,15.5,10.5,662.0,80.0,3.0,127.0,52.0,240.0,42030.0,11790.0,15090.0,68910.0,12060.0,67740.0,8129.0,,,,,,110.0,1.0,110.0,110.0,110.0,2.1911094444444443,19.141666666666666,18.816666666666666,0.0,134.4,1.5026666666666668,9.69403638888889,9.835714285714285,9.30595238095238,58.41573772281697,-12.087868167261412,80.10714285714286,-0.1071428571428612
2025-08-17,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,720.4550000000003,448.29,1160.0,13.0,45.0,13.0,12.0,0,0.0,0.0,0.0,1648.5290000000002,,,3.060229896,13.0,10.0,63.48898790896159,703.0,162.0,47.0,44632.7585,48.59271714285715,35.0,105.14,13.203,1700.7451,,,,,,13.571428571428571,21.0,16.0,12.0,285.0,73.66666666666667,3.0,110.0,50.0,221.0,25710.0,6510.0,5730.0,37950.0,7020.0,59340.0,11253.0,,,,,,97.5,1.0,97.5,97.5,97.5,0.0,10.541666666666666,16.483333333333334,0.0,134.4,2.1911094444444443,9.69403638888889,11.229761904761903,-0.6880952380952365,56.47192168264852,-7.879204539791374,79.34523809523809,-5.678571428571416
2025-08-18,1.0,80690.31,11028.966,7.316,15.797,,,160.0,179.0,651.0,653.0,0.0,0.0,,,5.0,1.2,8978.223999999986,2674.99,1160.0,212.0,45.0,13.0,12.0,2,23182.0,0.0,0.0,3459.3609999999003,,,5.213378980000006,397.0,48.0,151.7265108361637,6183.0,179.0,43.0,938125.0165,52.02937894736842,38.0,129.35,14.4549,1977.1164,,,,,,13.766304347826088,46.0,19.0,10.5,633.25,72.0,3.0,110.0,46.0,216.0,26580.0,6480.0,9330.0,42390.0,16320.0,61380.0,11067.0,,,,,,111.0,1.0,111.0,111.0,111.0,3.0636016666666666,11.775,17.05,0.0,0.0,0.0,10.4987,11.552380952380952,0.22261904761904816,55.25099945630343,-3.221620508935011,77.6309523809524,-5.630952380952394
2025-08-19,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,1181.2270000000024,699.139,1160.0,19.0,45.0,17.0,12.0,0,0.0,0.0,0.0,2131.1340000000037,,,6.0349278109999975,19.0,7.0,71.09725981554679,759.0,141.0,48.0,53962.82020000002,53.2350680851064,47.0,180.809,18.7498,2502.0482000000006,,,,,,14.572368421052632,38.0,21.0,11.5,553.75,59.5,2.0,69.0,50.0,119.0,27120.0,720.0,5130.0,32970.0,2580.0,46380.0,20704.0,,,,,,93.0,1.0,93.0,93.0,93.0,0.0,9.158333333333333,12.883333333333333,0.0,0.0,3.0636016666666666,8.875136944444444,11.396428571428572,-2.238095238095239,54.68419533767353,-1.4491272525671306,77.01190476190474,-17.511904761904745
2025-08-20,1.0,47474.01,18246.28,2.602,12.251,109.0,2421.0,157.0,175.0,1231.0,1218.0,254.4,1990678.0,237.0,0.709,5.0,1.8,7690.788999999877,2396.99,1160.0,325.0,45.0,11.0,12.0,2,37563.0,0.0,0.0,2445.589000000005,0.185308,197.644,13.889132609999995,393.0,222.0,148.20202977391304,2875.0,175.0,52.9832,426080.8356,59.9248,30.0,160.296,36.9039,1797.744,,,,,,13.814814814814817,54.0,19.5,11.0,746.0,61.0,2.0,62.0,60.0,122.0,16800.0,2430.0,7110.0,26340.0,2940.0,0.0,31631.0,,,,,,,,,,,5.068411111111111,7.316666666666666,0.0,0.0,254.4,0.0,11.825788888888887,10.832142857142857,-3.515476190476191,52.53213720697444,7.392662793025558,74.1547619047619,-13.154761904761898
2025-08-21,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,603.083,603.083,1160.0,7.0,45.0,15.0,12.0,0,0.0,0.0,0.0,2153.5849999999996,,,6.149312247000001,7.0,6.0,80.39907844522966,283.0,118.0,57.0,22752.939199999993,45.01010434782607,23.0,135.125,20.3133,1035.2323999999996,0.8933333333333334,3.0,0.93,0.87,2.68,13.616666666666667,60.0,20.0,10.5,817.0,62.0,1.0,62.0,62.0,62.0,17970.0,4020.0,8880.0,30870.0,360.0,0.0,14597.0,,,,,,87.0,1.0,87.0,87.0,87.0,0.0,8.575,0.0,254.4,254.4,5.068411111111111,11.825788888888887,10.45238095238095,-1.8773809523809515,53.88380925666388,-8.873704908837809,72.39285714285714,-10.392857142857139
2025-08-22,2.0,38505.79,13403.804,1.852,13.072,,,155.0,175.0,846.0,1015.0,0.0,0.0,,,5.0,0.3,7499.62072599994,2109.31,1160.0,224.0,45.0,9.0,12.0,5,27312.0,0.0,0.0,2318.31299999999,,,12.647843052000002,357.0,163.0,153.58718134034166,5327.0,175.0,49.0,818158.915,61.236642307692314,26.0,110.866,30.1372,1592.1527,0.946,5.0,0.97,0.92,4.73,14.71875,48.0,21.5,10.5,706.5,62.0,2.0,64.0,60.0,124.0,20910.0,3150.0,6390.0,30450.0,3600.0,0.0,26227.0,,,,,,,,,,,3.723278888888889,8.458333333333334,0.0,0.0,254.4,0.0,14.046401111111111,10.416666666666668,-1.958333333333334,52.162173369845384,9.07446893784693,70.77380952380953,-8.773809523809533
2025-08-23,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,809.1800000000003,452.906,1160.0,21.0,45.0,11.0,12.0,0,0.0,0.0,0.0,1968.3210000000008,,,6.239733363999997,21.0,4.0,67.31527108433734,664.0,141.0,49.0,44697.34,66.49462000000001,20.0,121.433,35.2279,1329.8924000000002,0.9633333333333332,3.0,0.97,0.96,2.8899999999999997,14.19767441860465,43.0,16.5,11.5,610.5,57.5,2.0,63.0,52.0,115.0,33930.0,3450.0,10020.0,47400.0,8100.0,66360.0,21448.0,,,,,,74.0,1.0,74.0,74.0,74.0,0.0,13.166666666666666,18.433333333333334,0.0,254.4,3.723278888888889,11.855291666666666,10.709523809523807,2.457142857142859,52.336654340915125,14.157965659084887,67.16666666666667,-9.666666666666671
2025-08-24,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,830.145,626.554,1160.0,14.0,45.0,14.0,12.0,0,0.0,0.0,0.0,2206.8380000000006,,,4.021574843760909,14.0,11.0,63.57407710049426,607.0,135.0,45.8813,38589.464800000016,61.46547878787879,33.0,106.625,33.6686,2028.3608,0.9725,8.0,0.99,0.94,7.78,15.3125,8.0,17.0,14.0,122.5,48.0,1.0,48.0,48.0,48.0,6180.0,1560.0,,7740.0,3180.0,0.0,12233.0,,,,,,78.0,1.0,78.0,78.0,78.0,0.0,2.15,0.0,0.0,254.4,0.0,11.855291666666666,9.85595238095238,-7.705952380952379,55.217618690121476,6.247860097757311,63.952380952380956,-15.952380952380956
2025-08-25,1.0,47133.42,7399.449,6.37,11.141,,,119.0,133.0,188.0,193.0,0.0,0.0,,,1.8,0.0,3603.619999999984,1215.06,1160.0,135.0,45.0,12.0,12.0,2,14957.0,0.0,0.0,2348.008999999992,,,3.792590934999999,260.0,17.0,107.81345558105568,4793.0,133.0,45.0,516749.8926,61.36256976744187,43.0,152.917,26.4092,2638.5905000000007,0.9641666666666664,12.0,1.0,0.94,11.57,12.9281914893617,47.0,15.0,11.5,607.625,52.0,2.0,56.0,48.0,104.0,36360.0,9210.0,15750.0,61320.0,4800.0,65580.0,10714.0,,,,,,96.0,1.0,96.0,96.0,96.0,2.0554025,17.033333333333335,18.216666666666665,0.0,254.4,0.0,10.847092499999999,8.657142857142857,8.376190476190478,57.05658463941028,4.305985128031587,60.285714285714285,-8.285714285714285
